Inst Code,Institute Name,Place,Dist Code,"Co
Educati on",College Type,Year of Estab,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,Tuition Fee,"TS
Affiliated To",
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,68000,JNTUH,
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,68000,JNTUH,
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,68000,JNTUH,
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130478,130478,141054,141054,130478,139888,130478,130478,130478,130478,144957,144957,145709,145709,130478,130478,130478,130478,50000,JNTUH,
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,66314,66314,133831,134588,100160,104284,66314,109981,104559,104559,121891,121891,153111,153111,154677,155185,79308,106379,50000,JNTUH,
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",103083,103083,126289,136487,114142,144244,134426,134426,107265,107265,146215,146215,156470,156470,144169,145640,103083,103083,50000,JNTUH,
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68622,68622,129633,129633,143854,143854,68622,68622,122905,122905,68622,68622,155367,155367,87836,87836,68622,77233,50000,JNTUH,
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,78733,125362,78733,125362,95721,132075,78733,125362,83165,125362,78733,126038,152370,152370,85667,125362,78733,125362,50000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,12366,12797,30996,35832,17965,19495,28971,28971,16773,18494,24766,55613,58755,59224,74534,114071,12366,12797,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,BME,BIO-MEDICAL ENGINEERING,112455,112455,138179,138179,112455,112455,134019,140542,141086,141086,112455,137533,142870,156227,112455,149018,112455,112455,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CHE,CHEMICAL ENGINEERING,49437,49437,138729,138729,129131,129131,49437,49437,115675,130204,71243,111727,155871,156248,150167,156699,49437,133293,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CIV,CIVIL ENGINEERING,82075,82075,132457,132457,118213,118213,82075,82075,100049,110948,135388,135388,154765,154765,149443,156011,126679,129868,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,12098,12241,39044,39044,19593,19593,12098,12241,17455,20902,30268,30268,61946,73925,72314,134647,12434,12537,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11020,11195,33232,33232,16278,16331,11020,11195,16053,18062,28323,45109,50833,57084,66858,97860,11072,11195,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,8485,8579,19071,23694,12946,13715,26364,32434,11691,12578,21352,37585,39083,39793,39794,41179,9190,9190,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",9908,10910,27685,30090,14841,14841,46542,46542,15442,18229,26755,38414,47171,50509,63564,85045,10605,10910,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,18371,18371,47678,51377,27690,27690,105989,105989,26621,29825,42504,75055,91089,91089,105047,142397,19282,19806,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,30612,30612,83674,90085,44504,56327,30612,58780,40886,55132,103850,103850,92490,125494,87891,128046,40800,47944,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,12603,12603,37747,45130,19299,20354,12603,73472,17970,19267,32394,53423,69505,69505,89305,109719,12919,13452,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,70841,104049,123323,123323,128131,133301,133299,133299,120953,120953,108964,108964,155290,155290,130604,151942,86974,104049,135000,JNTUH,
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,1997,PHE,PHARMACEUTICAL ENGINEERING,101649,101649,101649,140956,101649,101649,101649,101649,101649,101649,118740,118740,147966,147966,101649,101649,101649,101649,135000,JNTUH,
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,8908,NA,25627,NA,12724,NA,38314,NA,13376,NA,26216,NA,40874,NA,55630,NA,9228,120000,JNTUH,
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,2012,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,9825,NA,28341,NA,14247,NA,18406,NA,14896,NA,25142,NA,42744,NA,79793,NA,9825,120000,JNTUH,
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,20048,NA,50001,NA,29971,NA,20048,NA,27554,NA,72995,NA,120130,NA,134701,NA,20048,120000,JNTUH,
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,39175,NA,124316,NA,67573,NA,56473,NA,60043,NA,139834,NA,153183,NA,149587,NA,54000,120000,JNTUH,
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,2012,INF,INFORMATION TECHNOLOGY,NA,12927,NA,32858,NA,18112,NA,91580,NA,20709,NA,30454,NA,69852,NA,105478,NA,12927,120000,JNTUH,
CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,COED,UNIV,2011,AGR,AGRICULTURAL ENGINEERING,51223,51223,106063,123145,146606,146606,51223,51223,149088,149088,108342,108342,135300,135300,147716,152886,51223,113961,9700,PJTSAU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,3677,3858,9041,10621,5123,5515,3677,3858,5595,6674,8377,8377,20628,20628,18050,29531,3827,4789,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2915,3267,7342,7799,4079,4665,9703,9703,5279,5279,4308,4308,19819,20220,16639,19139,3317,3959,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,BIO,BIO-TECHNOLOGY,54610,54610,125641,141280,85535,91552,54610,54610,68796,68796,101211,101211,123436,136464,127604,155556,80291,80291,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CHE,CHEMICAL ENGINEERING,40767,40923,100503,100503,82366,95418,40767,74712,51309,115031,41546,127051,111976,111976,119637,119637,67520,78471,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),3210,3275,7945,13224,3880,3880,3210,28082,5828,6905,3210,11304,14770,14770,16270,16270,3668,4092,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CIV,CIVIL ENGINEERING,32391,32391,64372,106062,69638,85835,32391,32391,44662,52006,44712,44712,74207,74207,62976,100277,48576,48576,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSE,COMPUTER SCIENCE AND ENGINEERING,1479,1909,4509,5314,2246,2246,6314,6314,2296,2695,3624,3867,8611,11521,11217,12687,2095,2354,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",2024,2211,5589,5589,2783,3279,2024,2211,2626,3217,2959,2959,10683,12708,15922,15922,2524,2524,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,5974,7899,18969,18969,8767,10702,27484,27484,7061,10587,15266,19354,24006,27899,24100,31563,7263,9322,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,13125,16630,47926,52474,22826,24617,13125,16630,24000,27803,29755,45883,46132,47860,43670,54289,14842,21057,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,INF,INFORMATION TECHNOLOGY,3840,3840,9884,12714,5571,6619,22657,22657,6019,6019,6682,12200,25385,25385,23187,34266,4335,4388,140000,OU,
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1979,MEC,MECHANICAL ENGINEERING,28399,32221,54482,108935,39158,51318,68608,68608,43281,66020,44380,144318,77855,110955,47089,100459,33815,50674,140000,OU,
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,2007,DRG,DAIRYING,84240,84240,84240,84240,84240,84240,84240,84240,131775,131775,84240,84240,151527,151527,84240,122339,118588,145216,10000,PVNRTVU,
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,COED,GOV,2015,FDT,FOOD TECHNOLOGY,144485,144485,144485,144485,144485,144485,144485,144485,144485,144485,144485,144485,149187,150606,144485,144485,144485,144485,9700,PJTSAU,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,46819,46819,46819,46819,46819,46819,46819,46819,46819,46819,46819,46819,152679,152679,46819,86921,46819,46819,60000,JNTUH,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),20996,20996,91994,140316,135552,140744,20996,20996,20996,126748,20996,20996,155348,155348,20996,72572,20996,20996,60000,JNTUH,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,67071,67071,112137,117837,85903,101764,74123,91272,73514,88707,131417,131417,146536,147890,130159,156246,99049,99049,60000,JNTUH,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",143715,143715,156607,156607,156685,156685,143715,143715,143715,143715,143715,143715,151052,151108,155393,155393,143715,143715,60000,JNTUH,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45823,45823,120255,120255,110573,112612,125935,125935,128035,128035,45823,137907,125296,125296,102411,131911,45823,88309,60000,JNTUH,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,105994,60000,JNTUH,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CIV,CIVIL ENGINEERING,81362,102497,81362,102497,142598,142598,81362,102497,81362,102497,81362,102497,155123,155123,95360,102497,81362,102497,63000,JNTUH,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSE,COMPUTER SCIENCE AND ENGINEERING,87491,87491,114888,114888,101031,102256,97432,97432,104440,104440,87491,89706,150274,150274,147901,153988,91016,105325,63000,JNTUH,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,CSG,COMPUTER SCIENCE & DESIGN,104076,104076,138591,138591,119086,145188,104076,104076,105559,135693,143171,143171,143104,143104,146978,146978,104076,135642,63000,JNTUH,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,89668,92438,137631,137631,116995,117553,89668,92438,138045,138045,139169,139169,145920,154081,89668,92438,142738,142738,63000,JNTUH,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,63000,JNTUH,
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,63000,JNTUH,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,87627,87627,144841,144841,125739,125739,134179,134179,122089,122089,131102,131102,153635,153635,151894,151894,114427,114427,60000,JNTUH,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,92651,135615,121897,135615,122428,135615,118948,135615,119279,138691,127684,139753,156527,156527,132011,135615,132760,135615,60000,JNTUH,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",87213,87213,125470,129629,117999,117999,87213,97664,92252,92252,119573,119573,130455,130455,135891,135891,133769,133769,60000,JNTUH,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,113435,113435,113435,117405,113435,113435,113435,113435,114743,114743,120300,146451,135527,142421,140243,151843,128420,136374,60000,JNTUH,
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,101865,101865,146684,146684,134154,145622,101865,101865,101865,101865,101865,143978,156017,156017,140852,140852,101865,101865,60000,JNTUH,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),37143,37143,76280,95259,51170,53125,48979,100890,48731,48923,77458,82506,133448,147703,148450,150619,37143,37143,105000,JNTUH,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,27438,27438,62851,71336,37699,38130,98692,113249,34934,36650,52286,72930,84260,84988,95708,116503,29720,29720,105000,JNTUH,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,37931,42477,104208,130579,60853,76254,37931,42477,49268,49268,37931,91656,148970,150091,152607,152607,45276,51140,105000,JNTUH,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",34895,35115,79701,100939,47878,48815,117224,126633,44990,47221,81240,143714,122542,142733,150070,156123,35819,35819,105000,JNTUH,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45011,49365,102919,110393,65521,68703,67846,67846,65456,70297,103927,136862,148740,152493,146847,146847,47126,49365,105000,JNTUH,
CMRG,CMR TECHNICAL CAMPUS (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2009,INF,INFORMATION TECHNOLOGY,40460,42217,98820,103480,53152,57788,40460,58004,52655,52655,97668,134957,127194,127539,149838,155907,40460,42217,105000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,72860,72860,135046,135389,140649,140843,113076,113076,100606,146300,142037,142037,155249,156164,156729,156729,117290,137546,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),18245,18335,44675,54188,26633,27469,18245,97067,26880,26880,52539,52539,78265,78265,89933,129035,18659,18659,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),12778,17001,37435,43386,23514,23514,12778,17001,22160,22751,48672,48672,67668,68941,87616,99229,15844,17001,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,14089,14897,35725,37530,21860,22015,48441,48441,20950,20950,30210,47559,55551,55551,58439,73101,15036,15123,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",16814,16921,47550,53844,26223,26796,63804,63804,25362,25362,39989,66039,73557,82202,98304,126940,17400,17400,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,32708,34243,72442,72442,43377,43377,45893,45893,44203,47875,79786,81483,112639,120739,119627,155298,32708,34860,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,54873,54873,106068,145022,84509,95493,54873,75525,64760,66387,54873,107775,116855,149006,124795,124795,64292,70776,115000,JNTUH,
CMRK,C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,46479,46479,119562,119562,144986,144986,46479,46479,101608,110586,143786,143786,149564,149564,147807,155703,46479,88404,115000,JNTUH,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),31152,32355,73112,73112,44696,44696,31152,48675,41283,48360,85056,93533,123139,146797,139650,153378,31789,32355,110000,JNTUH,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,23489,24676,53809,58786,33845,34086,77942,77942,32190,32190,55068,63312,86884,88314,97877,114603,24221,24676,110000,JNTUH,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",30168,30508,72947,74465,43929,43929,118430,118430,43273,47346,100053,140550,117117,128512,152884,155513,31039,31689,110000,JNTUH,
CMRM,CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,46963,48354,108241,110157,64624,67050,69983,69983,69816,70054,118567,118567,148148,152646,155305,155985,46963,49872,110000,JNTUH,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),41464,41490,79511,99246,59421,59421,54375,86750,54267,58724,120779,121858,148320,154611,155631,156064,41464,41490,75000,JNTUH,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,32795,34683,63266,68559,46693,46693,96100,96100,42035,42035,65416,82355,96912,103870,113483,143967,36553,36553,75000,JNTUH,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",38163,39564,92016,102703,55534,55748,50089,50089,49297,50642,89358,106817,134239,152199,156519,156519,39886,39886,75000,JNTUH,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49732,53235,110184,110950,74530,75837,74951,74951,72902,75652,109600,109600,154887,156543,155654,155654,51346,53235,75000,JNTUH,
CMRN,CMR ENGG COLLEGE (AUTONOMOUS),KANDLAKOYA,MDL,COED,PVT,2010,INF,INFORMATION TECHNOLOGY,46530,46587,107659,137757,66571,72481,60844,66395,59344,65711,130534,130534,153949,153949,154082,156215,46589,46589,75000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,10751,10751,31765,32338,15591,17953,10751,10751,14573,21304,31215,31215,55268,56232,66315,78899,11499,11499,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10668,10670,29754,29852,15598,18763,10668,10670,13151,17032,10668,35359,55851,72250,68099,73628,11121,11795,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,42232,42232,70586,83738,75650,75650,74236,74236,71850,107309,82999,82999,116559,148222,97000,113660,42232,80597,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,12426,12684,36660,36660,19265,22334,12426,12684,19860,19860,44628,55856,64336,72985,90221,115867,12426,12882,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),9091,9357,27946,31559,13057,15528,9091,16271,12975,16114,26360,32256,50552,50552,50603,71295,9091,9768,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7866,8112,25522,25547,11241,12653,53868,53868,10606,12594,19632,31461,44737,45319,43956,58280,7866,8293,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,5484,6304,18058,21675,7939,10556,22519,39850,8381,8385,12787,16597,30437,30437,30821,37544,6503,6666,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",6889,7082,21687,23188,9499,11913,34166,34166,9554,9808,17698,26935,36980,39847,35622,51991,7051,7360,150000,JNTUH,
CVRH,CVR COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,12500,13299,34209,45420,18954,19661,12500,74973,15947,20282,31265,40122,54756,57445,45641,72297,12827,13585,150000,JNTUH,
